group,ID,perspective_fed_indian,perspective_fed_german,vaccinated,party,migration_background,run1_exp8,cash,doses,run2_exp8,exp7_money2,exp7_doses2,vignr,round,exp7_money1,exp7_doses1,trading_importance,risk,deal,id,others_number,others_giving,others_average,risk_factor,trading_factor,others_number_norm,others_giving_norm,cash_billions,cash_billions_log,solidarity_behaviour,solidarity_attitude,treatment_video,c_0031_w1,c_0031_w2,c_0031_w3,c_0032_w1,c_0032_w2,vignette3,vignette4,vignette5,vignette6,vignette1,vignette2,vignette3_w4,vignette4_w4,conjoint_choice1_exp3,conjoint_rating1_exp3,conjoint_rating2_exp3,conjoint_choice2_exp3,conjoint_rating3_exp3,conjoint_rating4_exp3,conjoint_choice3_exp3,conjoint_rating5_exp3,conjoint_rating6_exp3,conjoint_choice1_exp7,conjoint_rating1_exp7,conjoint_rating2_exp7,conjoint_choice2_exp7,conjoint_rating3_exp7,conjoint_rating4_exp7
5,5281820564085,7,3,1,No party,0,15,1e-4,130,2,1e-4,130,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5281820564085,4,4,1,Low,High,1.598669833729216,1.5982897862232779,0.1,0.09531017980432493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5281833841380,3,6,1,No party,0,6,0.005,50,11,0.005,20,6,1,NA,NA,-0.49966745843230403,0.500332541567696,No deal,5281833841380,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5281835067585,5,7,1,Other,0,9,3e-4,10,11,1e-4,10,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5281835067585,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,0.3,0.26236426446749106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5281839023085,1,7,1,Left,0,4,0.001,0,7,0.01,20,4,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5281839023085,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5281970965380,4,2,0,No party,0,5,0.002,100,3,0.002,100,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5281970965380,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282218830195,4,5,1,Greens,0,15,0.02,20,17,0.04,40,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5282218830195,4,4,1,Low,High,1.598669833729216,1.5982897862232779,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282221467195,2,6,1,No party,0,19,0.001,1,10,0.001,1,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5282221467195,2,4,2,High,High,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282357233140,3,5,1,CDU.CSU,0,5,0.002,20,6,0.004,100,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5282357233140,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282485167195,7,1,1,Greens,0,16,2e-4,200,2,2e-4,200,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5282485167195,0,0,0,High,High,-2.401330166270784,-2.401710213776722,0.2,0.1823215567939546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282533925325,4,5,1,FDP,1,11,0,100,12,0.002,100,11,1,NA,NA,0.500332541567696,-0.49966745843230403,No deal,5282533925325,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282541823140,5,4,0,Greens,1,3,0.015,70,12,0.012,70,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5282541823140,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,15,2.772588722239781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282623609695,7,4,1,SPD,0,9,0.002,100,11,0.002,100,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5282623609695,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282747561880,7,1,0,AFD,0,2,0.001,50,14,0.05,70,2,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5282747561880,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282883327825,7,1,0,No party,0,5,0.03,100,13,0.04,100,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5282883327825,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,30,3.4339872044851463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5282888654565,5,5,1,Left,0,4,5e-4,5,16,5e-4,5,4,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5282888654565,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,0.5,0.4054651081081644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283007200900,3,7,1,FDP,1,4,0.001,130,18,0.005,130,4,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5283007200900,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283137837880,3,5,0,FDP,0,17,0.02,20,8,0.02,1,17,1,NA,NA,0.500332541567696,0.500332541567696,20 give 20 bn,5283137837880,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283294660270,6,4,1,No party,0,20,0.002,130,8,0.001,130,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5283294660270,4,4,1,High,High,1.598669833729216,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283405427455,7,1,1,SPD,0,9,3e-4,5,17,3e-4,5,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5283405427455,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,0.3,0.26236426446749106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283408130380,3,6,1,Left,0,2,0.003,10,12,0.003,10,2,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5283408130380,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283545214825,3,7,1,No party,0,8,0.001,50,13,1e-4,10,8,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 20b,5283545214825,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283550515195,4,4,0,No party,0,9,0,0,18,0,0,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5283550515195,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283675799065,5,3,1,No party,0,15,0.003,120,9,0.005,80,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5283675799065,4,4,1,Low,High,1.598669833729216,1.5982897862232779,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283677038455,2,5,1,Left,0,19,0.001,130,13,5e-4,130,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5283677038455,2,4,2,High,High,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283678436065,6,1,0,No party,0,20,0.002,190,6,2e-4,190,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5283678436065,4,4,1,High,High,1.598669833729216,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283720588510,7,1,1,No party,1,16,0.012,55,13,5e-4,32,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5283720588510,0,0,0,High,High,-2.401330166270784,-2.401710213776722,12,2.5649493574615367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283852425325,3,2,1,CDU.CSU,1,12,0.06,100,14,0.01,100,12,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 20 bn,5283852425325,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,60,4.110873864173311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5283947317770,4,4,1,No party,0,16,0.003,130,1,0.001,130,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5283947317770,0,0,0,High,High,-2.401330166270784,-2.401710213776722,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284250612325,7,6,1,No party,0,15,0.02,135,1,0.001,130,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5284250612325,4,4,1,Low,High,1.598669833729216,1.5982897862232779,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284253196585,2,7,1,FDP,1,14,0.003,75,15,0.002,30,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5284253196585,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284464209325,2,7,1,CDU.CSU,0,17,5e-4,100,6,5e-4,100,17,1,NA,NA,0.500332541567696,0.500332541567696,20 give 20 bn,5284464209325,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,0.5,0.4054651081081644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284605315195,7,3,1,No party,1,14,0.07,100,8,0.07,200,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5284605315195,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,70,4.2626798770413155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284854538065,7,1,1,SPD,0,1,0.044,4,11,0.004,4,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5284854538065,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,44,3.8066624897703196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284857056400,1,7,1,No party,0,20,0.07,50,19,0.05,70,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5284857056400,4,4,1,High,High,1.598669833729216,1.5982897862232779,70,4.2626798770413155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284861025085,2,7,1,Left,1,19,0.001,1,5,0.001,1,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5284861025085,2,4,2,High,High,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284870280955,2,6,0,CDU.CSU,1,5,0.001,150,16,0.002,130,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5284870280955,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284983685140,1,1,0,No party,0,1,0.001,2,2,0.003,2,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5284983685140,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284989025065,7,1,1,CDU.CSU,1,15,0.03,130,18,0.03,130,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5284989025065,4,4,1,Low,High,1.598669833729216,1.5982897862232779,30,3.4339872044851463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5284994246325,6,4,1,SPD,0,3,0.001,100,12,0.001,100,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5284994246325,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285041699140,7,3,1,CDU.CSU,0,14,0.002,130,15,0.001,130,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5285041699140,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285043057195,3,6,1,CDU.CSU,0,14,0.001,130,4,0.01,130,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5285043057195,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285044322955,5,4,1,SPD,0,11,0,0,14,0.001,150,11,1,NA,NA,0.500332541567696,-0.49966745843230403,No deal,5285044322955,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285048304825,7,4,1,No party,0,8,0.02,10,10,0.02,10,8,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 20b,5285048304825,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285249982585,7,3,1,Greens,0,20,0.0025,130,18,0.005,150,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5285249982585,4,4,1,High,High,1.598669833729216,1.5982897862232779,2.5,1.252762968495368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285252619585,4,6,1,No party,0,12,4e-4,100,20,0.001,130,12,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 20 bn,5285252619585,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,0.4,0.3364722366212129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285255348880,4,7,1,Left,0,14,0.035,35,8,0.035,35,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5285255348880,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,35,3.58351893845611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285268467955,4,7,1,No party,0,9,0,130,6,0,130,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5285268467955,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5285652111900,4,6,1,SPD,0,9,0.005,100,18,0.006,100,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5285652111900,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286171627270,4,7,1,SPD,0,14,0.003,0,19,0.001,0,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5286171627270,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286312759510,7,1,0,AFD,1,17,0.001,1,13,0.001,2,17,1,NA,NA,0.500332541567696,0.500332541567696,20 give 20 bn,5286312759510,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286443251455,4,4,1,CDU.CSU,0,1,5e-4,100,16,5e-4,100,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5286443251455,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,0.5,0.4054651081081644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286445914825,5,7,1,No party,0,1,1e-4,50,15,0.001,60,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5286445914825,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,0.1,0.09531017980432493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286495951900,3,5,1,FDP,1,19,0.002,100,17,0.001,50,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5286495951900,2,4,2,High,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286569801085,6,2,1,CDU.CSU,1,13,0.002,130,4,0.002,130,13,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 20b,5286569801085,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286697787880,1,1,1,AFD,1,7,0,0,2,0,0,7,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 20 bn,5286697787880,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286834872325,7,7,1,AFD,0,13,0,0,3,0,0,13,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 20b,5286834872325,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286845367585,7,5,1,Greens,1,1,0.02,20,9,0.003,3,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5286845367585,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286845446695,6,1,0,AFD,0,16,0,0,13,0,0,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5286845446695,0,0,0,High,High,-2.401330166270784,-2.401710213776722,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286849323085,3,6,1,Greens,0,18,0.005,130,20,0.005,130,18,1,NA,NA,0.500332541567696,0.500332541567696,40 give 20b,5286849323085,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286961474695,1,7,1,FDP,0,1,0.01,150,16,0.05,100,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5286961474695,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,10,2.3978952727983707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286966722325,7,5,0,Other,1,16,0.002,120,10,0.001,120,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5286966722325,0,0,0,High,High,-2.401330166270784,-2.401710213776722,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286974672880,7,2,1,AFD,0,7,0.003,120,18,1e-4,120,7,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 20 bn,5286974672880,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5286986447085,3,7,1,AFD,0,19,1e-4,0,17,0,0,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5286986447085,2,4,2,High,High,-0.401330166270784,1.5982897862232779,0.1,0.09531017980432493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5287094564085,6,5,1,SPD,0,12,0.005,150,10,0.005,150,12,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 20 bn,5287094564085,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
